VIN,Stock#,Year,Make,Model,Type,Drive,Odo,Engine,Transmission,Ext color,yard_number,yard_name,Live Start,day_of_week,Event,time_zone,item,lot_number,vehicle_type,year,make,model_group,model_detail,body_style,color,damage_description,secondary_damage,sale_title_state,sale_title_type,has_keys,lot_cond_code,odometer_brand,est_retail_value,repair_cost,fuel_type,cylinders,runs_drives,sale_status,high_bid_non_vix_sealed_vix,special_note,Location,location_state,location_zip5,location_zip4,location_country,currency_code,image_thumbnail,create_date_time,grid_row,make_an_offer_eligible,Current Bid,image_url,trim,last_updated_time,rentals,copart_select,source,Timestamp
4S4BRBKC8D3225753,NET248271,2013,Subaru,Outback,WAGON,AWD,178973                                                                                                        ACTUAL,2.5L H4 173hp 174ft. lbs.,Automatic,GRAY,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 2013 Subaru Outback ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
4A3AB36F19E024655,PWW347738,2009,Mitsubishi,GALANT,Sedan,FWD,104500                                                                                                        ACTUAL,2.4L I4 160hp 157ft. lbs.,Automatic,WHITE,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2009 Mitsubishi GALANT ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
4T3ZF13C92U506684,NCJ8564,2002,Toyota,Sienna,MINI VAN,FWD,302199                                                                                                        ACTUAL,3.0L V6 210hp 220ft. lbs.,Automatic,SILVER,,,06/10/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 10, 2023",, 2002 Toyota Sienna ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
WDBLK70G71T069098,PWW347908,2001,Mercedes-Benz,CLK 430,CONVERTIBLE,RWD,116365                                            TMU,4L NA V8 single overhead cam (SOHC) 24V,Automatic,BLACK,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2001 Mercedes-Benz CLK430 ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
4S3BL616997231764,NEI422432,2009,Subaru,Legacy,Sedan,AWD,201167                                                                                                        ACTUAL,2.5L H4 170hp 170ft. lbs.,Automatic,BLACK,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 2009 Subaru Legacy ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
JN1DA31DX2T443441,PMG30157,2002,NISSAN,MAXIMA,Sedan,FWD,155245                                                                                                        ACTUAL,3L NA V6 double overhead cam (DOHC) 24V,Automatic,BLUE,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2002 NISSAN MAXIMA ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
3VWGG71K27M140364,NEI422440,2007,VOLKSWAGEN,JETTA,Sedan,FWD,110087                                                                                                        ACTUAL,2.5L I5 150hp 170ft. lbs.,Manual,WHITE,,,06/10/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 10, 2023",, 2007 VOLKSWAGEN JETTA ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
JNRAS08W15X219183,DXY24682,2005,Infiniti,FX35,SUV,AWD,107235                                                                                                        ACTUAL,3L NA V6 double overhead cam (DOHC) 24V,Automatic,BLUE,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2005 Infiniti FX35 ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
1MEFM58SXXG603281,PWW347825,1999,Mercury,SABLE LS,WAGON,FWD,78873                                                                                    EXEMPT,3.0L V6 145hp 170ft. lbs.,Automatic,GOLD,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 1999 Mercury SABLELS ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
4S4BRBACXB3363583,NWY11295,2011,Subaru,Outback,WAGON,AWD,214190                                                                                                        ACTUAL,2.5L H4 170hp 170ft. lbs. PZEV,Automatic,MAROON,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 2011 Subaru Outback ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
1N4AL3AP5HC132115,PVJ2084,2017,NISSAN,Altima,Sedan,FWD,158723                                                                                                        ACTUAL,2.5L I4 182hp 180ft. lbs.,Automatic,Red,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2017 NISSAN Altima ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
YV1SZ58D911016450,NCJ8551,2001,Volvo,V70,WAGON,AWD,147242                                                                                                        ACTUAL,2L TC I5 double overhead cam (DOHC) 20V,Automatic,WHITE,,,06/10/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 10, 2023",, 2001 Volvo V70 ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
JNKCA21A8WT617763,DDB65136,1998,Infiniti,I30,Sedan,FWD,118951                                                                                                        ACTUAL,3.0L V6 190hp 205ft. lbs.,Automatic,MAROON,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 1998 Infiniti I30 ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
4M2CU91168KJ00403,PCS373805,2008,Mercury,Mariner,Sedan,AWD,177593                                                                                    EXEMPT,3.0L V6 190hp 205ft. lbs.,Automatic,GRAY,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2008 Mercury Mariner ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
4S3BL676564200225,NCJ8540,2006,Subaru,Legacy,Sedan,AWD,172511                                                                                                        ACTUAL,2L TC H4 double overhead cam (DOHC) 16V,Automatic,BLUE,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 2006 Subaru Legacy ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
1N4AL21EX8N515271,PCA59433,2008,NISSAN,ALTIMA 2.5S,Sedan,FWD,181890                                                                                                        ACTUAL,2.5L I4 175hp 180ft. lbs.,Automatic,BLUE,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2008 NISSAN ALTIMA2.5S ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
YV4SZ592571279625,NRS44403,2007,Volvo,XC70,WAGON,AWD,218657                                                                                                        ACTUAL,2.5L I5 Turbo I5 208hp. 236ft. lbs.,Automatic,GREEN,,,06/10/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 10, 2023",, 2007 Volvo XC70 ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
1N4BA41E84C807738,PCS373387,2004,NISSAN,MAXIMA 3.5 SE,4 DOOR SEDAN,FWD,94956                                                                                                        ACTUAL,6 - Cyl.,Automatic,WHITE,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2004 NISSAN MAXIMA3.5SE ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
JNKBY01F58M550267,DKD385669,2008,Infiniti,M45,Sedan,AWD,162780                                                                                                        ACTUAL,4.5L V8 double overhead camshaft 32V,Automatic,BLUE,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2008 Infiniti M45 ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
JF1GPAU64EH218102,NNH22335,2014,Subaru,Impreza,WAGON,AWD,145613                                                                                                        ACTUAL,2.0L H4 148hp 145ft. lbs.,Automatic,WHITE,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 2014 Subaru Impreza ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
1N4BA41E44C893730,PCA59399,2004,NISSAN,MAXIMA,Sedan,FWD,195050                                                                                                        ACTUAL,3L NA V6 double overhead cam (DOHC) 24V,Automatic,GOLD,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2004 NISSAN MAXIMA ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
YV1MW390372317378,NRS44410,2007,Volvo,V50,WAGON,FWD,115382                                                                                                        ACTUAL,2.4L I5 168hp 170ft. lbs.,Automatic,GRAY,,,06/10/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 10, 2023",, 2007 Volvo V50 ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
JN8AS5MV5AW140405,PCA59391,2010,NISSAN,Rogue,WAGON,AWD,165370                                                                                                        ACTUAL,2.5L I4 170hp 175ft. lbs.,Automatic,GRAY,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2010 NISSAN Rogue ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
1J8HR58P49C546831,DWY600201,2009,JEEP,GRAND CHEROKEE,SUV,4X4,113805                                                                                                        ACTUAL,4.7L V8 305hp 334ft. lbs.,Automatic,BLUE,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2009 JEEP GRANDCHEROKEE ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
5N1AR1NB9BC612852,PVL18467,2011,NISSAN,Pathfinder,SUV,4X4,119251                                                                                                        ACTUAL,4.0L V6 266hp 288ft. lbs.,Automatic,BLACK,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2011 NISSAN Pathfinder ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
JF2SHABC7CH445146,NNH22323,2012,Subaru,Forester,WAGON,AWD,180406                                                                                                        ACTUAL,2.5L H4 170hp 174ft. lbs.,Automatic,GRAY,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 2012 Subaru Forester ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
1N4AL3AP1DC195397,PVV141833,2013,NISSAN,Altima,Sedan,2WD,26877                                                                                                        ACTUAL,2.5L I4 182hp 180ft. lbs.,Automatic,Red,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2013 NISSAN Altima ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
1J4GW48S94C161102,DCB1001642,2004,JEEP,GRAND CHEROKEE,SUV,4WD,216853                                                                                                        ACTUAL,4.0L I6 195hp 230ft. lbs.,Automatic,BLUE,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2004 JEEP GRANDCHEROKEE ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
JN8DR09Y34W903556,PPA30599,2004,NISSAN,PATHFINDER SE,SUV,4WD,172494                                            TMU,3.5L V6 240hp 265ft. lbs.,Automatic,GOLD,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2004 NISSAN PATHFINDERSE ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
JTDKB20U163159084,NRU877496,2006,Toyota,Prius,HATCHBACK,FWD,209596                                                                                                        ACTUAL,1.5L Hybrid I4 110hp,Automatic,BLACK,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 2006 Toyota Prius ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
1N4DL01DXWC264608,PHV160184,1998,NISSAN,Altima,Sedan,FWD,217989                                                                                    EXEMPT,2L NA I4 double overhead cam (DOHC) 16V,Automatic,TAN,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 1998 NISSAN Altima ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
1J4GW68N0XC635481,DEI880338,1999,JEEP,GRAND CHEROKEE,SUV,4WD,198872                                            TMU,4.7L V8 SOHC 16V FI Engine,Automatic,MAROON,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 1999 JEEP GRANDCHEROKEE ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
1P3AP28D7RN153817,PWW347792,1994,Plymouth,Sundance,HATCHBACK,FWD,29033                                                                                    EXEMPT,2L NA I4 single overhead cam (SOHC) 8V,Automatic,MAROON,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 1994 Plymouth Sundance ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
4T1BE32K23U766623,NWW252935,2003,Toyota,Camry,Sedan,FWD,159921                                                                                                        ACTUAL,2.4L I4 157hp 162ft. lbs.,Automatic,GRAY,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 2003 Toyota Camry ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
1N4BL24E48C105657,PMG30174,2008,NISSAN,Altima,coupe,FWD,176346                                                                                                        ACTUAL,3.5L V6 270hp 258ft. lbs.,Automatic,BLACK,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2008 NISSAN Altima ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
1J8FF28WX8D600826,DHV46060,2008,JEEP,Patriot,SUV,4X4,186992                                                                                                        ACTUAL,2.4L I4 172hp 165ft. lbs.,Automatic,BLACK,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2008 JEEP Patriot ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
1G2FS21E7KL218713,PEI132085,1989,Pontiac,Firebird,HATCHBACK,RWD,128433                                            TMU,5.0L V8 170hp 255ft. lbs.,Manual,Red,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 1989 Pontiac Firebird ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
JTDBT923771179489,NWW252944,2007,Toyota,Yaris,Sedan,FWD,213093                                                                                                        ACTUAL,1.5L I4 106hp 103ft. lbs.,Automatic,MAROON,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 2007 Toyota Yaris ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
1N4AL21E07N497216,PMG30184,2007,NISSAN,Altima,Sedan,FWD,999999                                            TMU,2.5L I4 175hp 180ft. lbs.,Automatic,SILVER,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2007 NISSAN Altima ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
1J4GW58N03C512316,DHV46195,2003,JEEP,GRAND CHEROKEE,SUV,4WD,228193                                                                                                        ACTUAL,4.7L V8 235hp 295ft. lbs.,Automatic,Red,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2003 JEEP GRANDCHEROKEE ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
1G2NV12E64C175920,PLJ901533,2004,Pontiac,GRAND AM GT1,coupe,FWD,269694                                                                                                        ACTUAL,3L NA V6 overhead valves (OHV) 12V,Automatic,SILVER,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2004 Pontiac GRANDAMGT1 ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
4T1BE32K76U127819,NEI422377,2006,Toyota,Camry,Sedan,FWD,144801                                                                                                        ACTUAL,2L NA I4 double overhead cam (DOHC) 16V,Automatic,BLACK,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 2006 Toyota Camry ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
1G3NL12E0YC403451,PCS373137,2000,Oldsmobile,Alero,Sedan,FWD,35365                                                                                                        ACTUAL,2L NA I4 double overhead cam (DOHC) 16V,Automatic,WHITE,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2000 Oldsmobile Alero ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
KNAGE228195289305,DCB1001886,2009,Kia,Optima,Sedan,FWD,186499                                                                                                        ACTUAL,2.4L I4 175hp 169ft. lbs.,Automatic,BLACK,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2009 Kia Optima ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
1G8ZH5287YZ238963,PEI132074,2000,Saturn,S-Series,Sedan,FWD,127104                                                                                    EXEMPT,1L NA I4 single overhead cam (SOHC) 8V,Automatic,WHITE,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2000 Saturn S-Series ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
JT4UN22D4V0037686,NEI422389,1997,Toyota,T100,Pickup,4WD,250383                                                                                                        ACTUAL,3.4L V6 190hp 220ft. lbs.,Automatic,GREEN,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 1997 Toyota T100 ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
1G2ZF55B664276847,PJJ462492,2006,Pontiac,G6,Sedan,FWD,180446                                                                                                        ACTUAL,2L NA I4 double overhead cam (DOHC) 16V,Automatic,GOLD,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2006 Pontiac G6 ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
KNALD124755056628,DCS483185,2005,Kia,Amanti,Sedan,FWD,112623                                                                                                        ACTUAL,3L NA V6 double overhead cam (DOHC) 24V,Automatic,BLACK,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2005 Kia Amanti ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
JTLKE50E591097694,PRU790007,2009,Scion,xB,WAGON,FWD,121743                                                                                                        ACTUAL,2.4L I4 158hp 162ft. lbs.,Automatic,Red,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2009 Scion xB ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
2T3BFREV5FW396074,NRS44278,2015,Toyota,RAV4,SUV,AWD,149313                                                                                                        ACTUAL,2.5L I4 176hp 172ft. lbs.,Automatic,BLUE,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 2015 Toyota RAV4 ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
1G2NE52F14M684856,PWW347680,2004,Pontiac,Grand Am,Sedan,FWD,157241                                                                                                        ACTUAL,2.2L I4 140 hp 150ft. lbs. DOHC 16V,Automatic,GRAY,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2004 Pontiac GrandAm ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
JT8BD69S440199983,DAR168958,2004,Lexus,GS 300,Sedan,RWD,95052                                                                                                        ACTUAL,3.0L NA I6 double overhead cam (DOHC) 24V,Automatic,WHITE,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2004 Lexus GS300 ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
4S4BRBCC1B3375652,PWW347373,2011,Subaru,Outback 2.5I Premium,WAGON,AWD,143859                                                                                                        ACTUAL,2.5L H4 170hp 170ft. lbs. PZEV,Automatic,GRAY,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2011 Subaru Outback2.5IPremium ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
4T1BF28B52U240192,NCJ8531,2002,Toyota,Avalon,Sedan,FWD,221690                                                                                                        ACTUAL,3.0L V6 210hp 220ft. lbs.,Automatic,GREEN,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 2002 Toyota Avalon ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
1G2ZG57B194200385,PCA59484,2009,Pontiac,G6,Sedan,FWD,134988                                                                                    EXEMPT,ECOTEC 2.4L I4 164hp 156ft. lbs.,Automatic,BLUE,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2009 Pontiac G6 ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
1YVGF22C425288511,DCB1002409,2002,Mazda,626,Sedan,FWD,347743                                                                                                        ACTUAL,2.0L NA I4 double overhead cam (DOHC) 16V,Automatic,BLUE,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2002 Mazda 626 ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
JF1SG65675H734587,PEI131980,2005,Subaru,Forester,WAGON,AWD,243826                                                                                    EXEMPT,2L NA H4 single overhead cam (SOHC) 16V,Automatic,SILVER,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2005 Subaru Forester ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
JTDKN3DU3A0020981,NRS44399,2010,Toyota,Prius,HATCHBACK,FWD,285019                                                                                                        ACTUAL,1.8L Hybrid I4 134hp,Automatic,GRAY,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 2010 Toyota Prius ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
1G8JW82R2YY626010,PET478143,2000,Saturn,L-Series,WAGON,FWD,116451                                                                                                        ACTUAL,3.0L NA V6 double overhead cam (DOHC) 24V,Automatic,MAROON,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2000 Saturn L-Series ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
JM1BA1416S0160773,DCB1002093,1995,Mazda,Protege,Sedan,FWD,146454                                                                                                        ACTUAL,1L NA I4 double overhead cam (DOHC) 16V,Automatic,BLUE,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 1995 Mazda Protege ,,,,,,,,,,,,,,,,,,,,,,,,"Temple Hills, MD",,,,,$,,,,,,,,,,,,
4S4BP66C397335214,PWW347952,2009,Subaru,Outback,WAGON,AWD,188216                                                                                                        ACTUAL,2.5L H4 170hp 170ft. lbs.,Automatic,WHITE,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2009 Subaru Outback ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
WVWDD63B85E009867,NET248272,2005,VOLKSWAGEN,Passat,WAGON,AWD,205859                                                                                                        ACTUAL,1.8L Turbo I4 170hp 166ft. lbs.,Manual,SILVER,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 2005 VOLKSWAGEN Passat ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
1G8AF52F73Z192562,PVV141832,2003,Saturn,Ion,Sedan,FWD,220841                                                                                                        ACTUAL,2L NA I4 double overhead cam (DOHC) 16V,Manual,BLACK,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2003 Saturn Ion ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
WDBRF92J27F910769,DCS483171,2007,Mercedes-Benz,C-Class,Sedan,AWD,83660                                                                                                        ACTUAL,3.0L V6 double overhead camshaft 24V,Automatic,WHITE,,,05/31/2023                                            Go to event list,,"Washington Internet Auction 10:00 am May 31, 2023",, 2010 Suzuki SX4CROSSOVERAWD ,,,,,,,,,,,,,,,,,,,,,,,,"Washington, DC",,,,,$,,,,,,,,,,,,
JS2YB5A35A6302567,PRU789926,2010,Suzuki,SX4 CROSSOVER AWD,WAGON,AWD,159055                                                                                                        ACTUAL,2.0L I4 150hp 140ft. lbs.,Automatic,BLUE,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2010 Suzuki SX4CROSSOVERAWD ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
3VWSA69M94M080509,NWZ36724,2004,VOLKSWAGEN,JETTA,Sedan,FWD,212549                                                                                                        ACTUAL,2.0L NA I4 single overhead cam (SOHC) 8V,Automatic,SILVER,,,06/03/2023                                            Go to event list,,"Manchester Internet Auction 09:00 am June 03, 2023",, 2004 VOLKSWAGEN JETTA ,,,,,,,,,,,,,,,,,,,,,,,,"Manchester, NH",,,,,$,,,,,,,,,,,,
1G8AV12F74Z183518,PVV141771,2004,Saturn,Ion,coupe,FWD,234079                                            TMU,2L NA I4 double overhead cam (DOHC) 16V,Manual,Red,,,05/30/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 30, 2023",, 2004 Saturn Ion ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
2T1BR32E57C722184,PRS34216,2007,Toyota,COROLLA CE,Sedan,FWD,299999                                                                                                        ACTUAL,1.8L I4 126hp 122ft. lbs.,Automatic,BEIGE,,,05/31/2023                                            Go to event list,,"Philadelphia Internet Auction 04:00 pm May 31, 2023",, 2007 Toyota COROLLACE ,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA",,,,,$,,,,,,,,,,,,
